,SQ,Ano,EstagioClusterizacao,Predicted_Class,Class_0_Prob,Class_1_Prob,Class_2_Prob,Class_3_Prob
19668,107023,2025,0,0,0.9999825,1.7466626e-05,2.1379384e-14,7.732423e-13
19669,107024,2025,0,0,0.99998796,1.2061022e-05,9.0274595e-15,4.8466764e-13
19670,107025,2025,0,0,0.9999852,1.4757266e-05,8.19706e-15,3.9470944e-13
19671,107026,2025,0,0,0.9999933,6.683787e-06,1.0365612e-15,1.06750986e-13
19672,107027,2025,0,0,0.99997985,2.0103142e-05,4.422095e-14,1.1945655e-12
19673,107028,2025,0,0,0.9999676,3.2383174e-05,2.3634157e-14,7.188687e-13
19674,107029,2025,0,0,0.99995744,4.260873e-05,4.398577e-14,1.0483837e-12
19675,107030,2025,0,0,0.9999651,3.487554e-05,6.868361e-14,1.4578151e-12
19676,107031,2025,0,0,0.9999573,4.2636326e-05,2.2339352e-13,3.087784e-12
19677,107032,2025,0,0,0.99956304,0.00043696148,1.2690611e-11,1.3352131e-11
19678,107033,2025,0,0,0.99946433,0.0005357213,8.250069e-12,9.086057e-12
19679,107034,2025,0,0,0.9978822,0.0021177467,1.4081586e-10,4.3733853e-11
19680,107035,2025,0,0,0.99803,0.0019699296,4.9873817e-11,2.8214929e-11
19681,107036,2025,0,0,0.9999813,1.876538e-05,8.984512e-14,1.9150762e-12
19682,107037,2025,0,0,0.999985,1.4974054e-05,8.962465e-14,1.740241e-12
19683,107038,2025,0,0,0.99998856,1.1429264e-05,5.614464e-14,1.5482125e-12
19684,107039,2025,0,0,0.9999907,9.246297e-06,3.4907115e-14,1.180668e-12
19685,107040,2025,0,0,0.9999907,9.27884e-06,2.6445541e-14,7.5759445e-13
19686,107041,2025,0,0,0.99999034,9.68776e-06,3.1920094e-14,8.242545e-13
19687,107042,2025,0,0,0.99999106,8.919139e-06,3.340048e-14,1.0541136e-12
19688,107043,2025,0,0,0.9995283,0.0004717519,2.4988343e-11,3.9490893e-11
19689,107045,2025,0,0,0.9999887,1.1311936e-05,1.0197283e-13,1.0685815e-11
19690,107046,2025,0,0,0.9999881,1.1934205e-05,1.658838e-13,1.3686506e-11
19691,107047,2025,0,0,0.99998915,1.0789546e-05,7.343289e-14,1.5739401e-10
19692,107048,2025,0,0,0.99999356,6.4402666e-06,2.9826473e-14,3.3473718e-10
19693,107049,2025,0,0,0.99999034,9.714155e-06,4.934121e-14,1.6479801e-10
19694,107050,2025,0,0,0.99999166,8.371597e-06,4.0570462e-14,2.361355e-10
19695,107051,2025,0,0,0.99999464,5.398083e-06,1.9837156e-14,6.4032085e-10
19696,107052,2025,0,0,0.9999932,6.8403174e-06,2.7321744e-14,7.272554e-10
19697,107053,2025,0,0,0.99998903,1.0915374e-05,5.2560563e-14,2.4568528e-10
19698,107054,2025,0,0,0.99998593,1.4108066e-05,1.5228912e-13,1.3312947e-10
19699,107055,2025,0,0,0.99998605,1.3926268e-05,2.3730502e-13,1.3373563e-11
19700,107056,2025,0,0,0.99998534,1.46661705e-05,1.1382842e-13,2.6294537e-12
19701,107057,2025,0,0,0.9999875,1.2528133e-05,8.8747125e-14,2.199251e-12
19702,107058,2025,0,0,0.9999795,2.0556407e-05,2.5934701e-13,4.0823993e-12
19703,107060,2025,0,0,0.9999665,3.3519475e-05,3.3281396e-13,3.4756828e-12
19704,107061,2025,0,0,0.9999554,4.456941e-05,6.842526e-13,5.1141847e-12
19705,107062,2025,0,0,0.99997187,2.8162358e-05,3.7659917e-13,4.5467553e-12
19706,107063,2025,0,0,0.99997437,2.5670688e-05,4.4519052e-13,5.954277e-12
19707,107064,2025,0,0,0.9999678,3.2242173e-05,4.1657742e-13,4.27225e-12
19708,107065,2025,0,0,0.9999672,3.281417e-05,5.844749e-13,6.9434363e-12
