variavel,cluster,n,missings,media,mediana,desvio_padrao,p25,p75,minimo,maximo,coef_var,shapiro_p
18a29anos,__GERAL__,402350,9503,227.13913756679509,81.0,276.5159862798244,27.0,342.0,0.0,814.5,1.2173859126259516,0.0
1Baldeacao,__GERAL__,411853,0,8467.663350518655,7204.95957,5319.976088323893,4729.87338,11163.672867,0.0,20814.3720975,0.6282696734746828,3.194960498660583e-43
2a5SalariosMinimos,__GERAL__,402350,9503,173.65358642972535,69.5,208.59481474704108,24.0,257.0,0.0,606.5,1.2012122469549793,0.0
30a39anos,__GERAL__,402350,9503,313.66392817198954,114.0,381.06912285793317,38.0,486.0,0.0,1158.0,1.2148962269227965,0.0
40a49anos,__GERAL__,402350,9503,189.13251398036536,69.0,228.61466443379322,25.0,291.0,0.0,690.0,1.208753902872177,0.0
50a64anos,__GERAL__,402350,9503,95.15920840064621,32.0,117.0851886704222,11.0,141.0,0.0,336.0,1.2304136471739198,0.0
5a10SalariosMinimos,__GERAL__,402350,9503,211.23033428606934,65.0,266.1298050926974,21.0,323.0,0.0,776.0,1.259903346705297,0.0
AreaConstruida,__GERAL__,411853,0,496.16620493234234,128.0,653.2644145840148,92.0,719.0,0.0,1659.5,1.3166241636168965,0.0
AreaOcupada,__GERAL__,411853,0,11235.981705777993,5315.0,12150.337610491306,2629.0,15894.0,0.0,35791.5,1.0813774825072129,0.0
AreadaQuadra,__GERAL__,411853,0,30485.16290575865,13088.0,33846.35015795257,6452.0,43200.0,43.0,98322.0,1.110256496335107,0.0
Ate2SalariosMinimos,__GERAL__,402350,9503,60.49663601342115,20.0,80.31650712713717,3.0,94.0,0.0,230.5,1.3276193920818835,0.0
Brasileira,__GERAL__,402350,9503,861.8240288306201,292.0,1049.8784248201416,107.0,1343.0,3.0,3197.0,1.218205097210722,0.0
CA,__GERAL__,411853,0,0.04607509634371236,0.0129210435468757,0.06243310980249335,0.0027099053778895,0.0645906280265216,0.0,0.1574117119994697,1.3550293923804955,0.0
Caminhada,__GERAL__,411853,0,30741.995391518485,25034.123425,21110.36347046542,15375.97265,42789.96183,0.0,83910.9456,0.6866946403970131,0.0
ComercioServicos,__GERAL__,411853,0,2.8308304176490156,1.0,3.4472245711639453,0.0,4.0,0.0,10.0,1.2177432281608873,0.0
ComercioServicos_pct,__GERAL__,411853,0,0.05821738581484168,0.03,0.0751969364557791,0.0,0.09,0.0,0.225,1.2916577308184238,0.0
ConcentracaoAreaVerde,__GERAL__,411853,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ConcentracaoBOs,__GERAL__,411853,0,6502.261206061386,1682.0,8741.921289349297,361.0,9576.0,0.0,23398.5,1.3444432655520064,0.0
ConcentracaoIES,__GERAL__,411853,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ConcentracaoPatrimonioHistorico,__GERAL__,411853,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DeslocamentoBicicleta,__GERAL__,411853,0,449.27679894808983,169.94125,587.6180475036751,0.0,715.86592,0.0,1789.6647999999998,1.307919858936605,0.0
DeslocamentoCaminhada,__GERAL__,411853,0,28265.555833314364,22762.88918,21672.686158012748,11395.44483168534,39859.41449,0.0,82555.36897747201,0.766752519774222,0.0
DeslocamentoTansporteColetivo,__GERAL__,411853,0,30790.185915426006,27751.914537832472,17537.69348667663,18265.87506,39875.617228,0.0,72290.23048000001,0.5695871254187581,1.8050276859202116e-38
DeslocamentoVeiculoIndividual,__GERAL__,411853,0,23471.56619416817,21260.90578,13005.556053573053,13239.270252,31510.918943,77.559743,58918.3919795,0.5540983480175456,8.322779815099152e-36
DestinoMotivoEducacao,__GERAL__,411853,0,15108.129735232775,13018.988412,10526.81872355,6981.995704,21406.12581,0.0,43042.32096900001,0.6967651792796715,4.203895392974451e-45
DestinoMotivoOutros,__GERAL__,411853,0,11075.61545032864,10051.29652,6708.944736055393,6046.656305,14697.85765,0.0,27674.6596675,0.6057401293989783,9.616690971121922e-41
DestinoMotivoResidencia,__GERAL__,411853,0,42868.83888503301,36752.09929,29608.018958597444,19459.59907,57487.23631,0.0,114528.69217,0.6906652880895877,0.0
DestinoMotivoTrabalhoComercioServico,__GERAL__,411853,0,14121.777143666517,12281.658697,8364.405543272002,7929.62636,19155.79716,0.0,35995.05335999999,0.5923054483991314,1.3601002894736674e-41
DestinoMotivotrabalhoindustria,__GERAL__,411853,0,1976.5638247776133,1488.062718,1765.7137107561794,571.9603293200776,2922.346477,0.0,6447.925698519884,0.8933249149972898,0.0
DistanciaAceleradoraIncubadora,__GERAL__,411852,1,1609.2129292025304,1294.756860607765,1225.7275031113322,665.034817730454,2261.29370404681,0.0,4655.682033521343,0.761693795064622,0.0
DistanciaAreasVerdes,__GERAL__,411853,0,1463.6452101673829,1313.40645282459,914.0817614807918,786.023604635121,1969.59155966047,0.0,3744.9434921984935,0.6245241368133587,9.323962524521396e-39
DistanciaPatrimonioHistorico,__GERAL__,411853,0,1721.0592792787636,1373.09864685631,1387.731773605949,580.411247642773,2614.70140311185,0.0,5666.136636315466,0.8063242157396806,0.0
DistanciaStartup,__GERAL__,411852,1,5204.992893331559,3825.59440849362,4543.144405668827,1538.73149916679,7858.61698915513,0.0,17338.44522413764,0.8728435367297682,0.0
DistanciaTransportePublico,__GERAL__,410461,1392,2223.3848248127892,1846.29750615277,1617.916307398608,929.225432875045,3086.20185195316,2.59139542222529,6321.666480570331,0.7276816362794227,0.0
EmpresaGrandePorte,__GERAL__,402350,9503,436.40093575245436,119.0,592.3328230369648,14.0,702.0,0.0,1734.0,1.357313366012033,0.0
EmpresaMedioPorte,__GERAL__,402350,9503,325.44766745370947,142.0,368.00709138695487,58.0,479.0,0.0,1110.5,1.1307719433549142,0.0
EmpresaPequenoPorte,__GERAL__,402350,9503,67.56827140549272,34.0,72.40296319047873,13.0,95.0,0.0,218.0,1.0715526930676074,0.0
EnsinoMedioCompleto,__GERAL__,402350,9503,94.27505157201442,43.0,111.34758823662655,10.0,139.0,0.0,332.5,1.1810928382422663,0.0
EnsinoSuperiorCompleto,__GERAL__,402350,9503,623.0835050329315,187.0,811.7464140995926,39.0,960.5,0.0,2342.75,1.3027891246401873,0.0
Estrangeira,__GERAL__,402350,9503,12.448133465887908,4.0,16.422475498319624,1.0,19.5,0.0,47.25,1.3192721256823567,0.0
Feminino,__GERAL__,402350,9503,292.59394059898096,107.0,354.0852173348426,37.0,463.0,0.0,1102.0,1.2101590915040152,0.0
FracaoIdeal,__GERAL__,411853,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,
Maisde10SalariosMinimos,__GERAL__,402350,9503,338.5714166770225,104.0,429.06089689647,22.0,508.0,0.0,1237.0,1.2672685163667234,0.0
Maisde2Baldeacoes,__GERAL__,411853,0,2803.537160130059,2033.5241145,2413.758641545933,1015.68925,3966.69015,0.0,8393.1915,0.8609690200910183,0.0
Maisde65anos,__GERAL__,402350,9503,9.19070461041382,2.5,12.308171137072305,0.0,14.0,0.0,35.0,1.3391977719669221,0.0
Masculino,__GERAL__,402350,9503,574.414437678638,204.0,701.910557428131,64.0,874.0,1.0,2089.0,1.2219584178015073,0.0
MestradoDoutoradoCompleto,__GERAL__,402350,9503,11.698852988691439,0.0,18.956943338170827,0.0,19.0,0.0,47.5,1.6204104245514785,0.0
NaoMapeado,__GERAL__,411853,0,718.8946261882766,30.56004,1069.5219356217397,0.0,1069.84119,0.0,2674.602975,1.4877311592834674,0.0
Numero_Viagens,__GERAL__,411853,0,82027.14058605953,76244.56581,44217.40696401278,50509.300136,105693.62869,0.0,188470.121521,0.5390582513067328,1.6005024837623696e-34
NumerodePavimentos,__GERAL__,411853,0,1.3600190346645211,1.0,0.7441610214298775,1.0,2.0,0.0,3.5,0.5471695634123542,0.0
OrigemMotivoEducacao,__GERAL__,411853,0,16427.701891674624,13466.939685,12325.47936498978,6674.3157200000005,22651.347162,0.0,46616.894325,0.7502862814448925,0.0
OrigemMotivoOutros,__GERAL__,411853,0,12973.3910133463,11823.67111,7105.371172487139,7756.45482,16815.50318,0.0,30404.07572,0.547688045876173,1.908724052539941e-39
OrigemMotivoResidencia,__GERAL__,411853,0,35456.20848926298,32821.95075914513,18995.614495872323,20750.393711,47362.90177,228.18731,87281.66385849999,0.535748612309313,1.784877087507491e-32
OrigemMotivoTrabalhoComercioServico,__GERAL__,411853,0,18549.543384615306,16202.372465,11566.611664673856,9624.95094,24881.64005,0.0,47766.673715,0.6235523659448684,1.7095841264762768e-43
OrigemMotivotrabalhoindustria,__GERAL__,411853,0,2562.311196643394,2089.240989,2106.8134980189907,863.257139,3695.90026,0.0,7944.8649415,0.8222317026826791,0.0
OutrosUsos,__GERAL__,411853,0,3.5563028556305283,1.0,4.438889485651086,0.0,5.0,0.0,12.5,1.2481753286627992,0.0
OutrosUsos_pct,__GERAL__,411853,0,0.09296236764088155,0.03,0.12419638961532081,0.0,0.14,0.0,0.35,1.3359856549168145,0.0
ResidencialAltoPadraoHor,__GERAL__,411853,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ResidencialAltoPadraoHor_pct,__GERAL__,411853,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ResidencialAltoPadraoVert,__GERAL__,411853,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ResidencialAltoPadraoVert_pct,__GERAL__,411853,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ResidencialMedioPadraoHor,__GERAL__,411853,0,22.835425503759836,18.0,20.732995088325872,6.0,33.0,0.0,73.5,0.9079311916001828,0.0
ResidencialMedioPadraoHor_pct,__GERAL__,411853,0,0.4297842191267272,0.45,0.30736323583883207,0.12,0.69,0.0,1.0,0.7151571001451829,5.184804318001823e-44
ResidencialMedioPadraoVert,__GERAL__,411853,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ResidencialMedioPadraoVert_pct,__GERAL__,411853,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ResidencialPopularHor,__GERAL__,411853,0,7.167931276450578,3.0,8.889051453224697,0.0,11.0,0.0,27.5,1.2401139339084715,0.0
ResidencialPopularHor_pct,__GERAL__,411853,0,0.14873610244431876,0.07,0.17917560857489917,0.0,0.24,0.0,0.6,1.2046544559816996,0.0
ResidencialPopularVert,__GERAL__,411853,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ResidencialPopularVert_pct,__GERAL__,411853,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
SemBaldeacao,__GERAL__,411853,0,43868.30933042438,41218.49230434736,22745.25990908302,27229.77817371144,57691.45097,413.0211383633964,103383.96016443284,0.5184895487483101,6.802666623445197e-33
TO,__GERAL__,411853,0,0.42316218845541126,0.4426208651399491,0.1886779594437797,0.3069587921443977,0.551006635923968,0.0,0.9170784015933237,0.44587622569132446,3.3353216566448054e-24
TempoMediodeViagem,__GERAL__,411853,0,9404.203936072412,9620.0,6690.922583115199,5399.0,12952.0,14.714739782714988,24281.5,0.7114820806310169,7.201272808165235e-42
Terreno,__GERAL__,411853,0,2.477733560275147,1.0,3.2880694689056833,0.0,4.0,0.0,10.0,1.3270472344655777,0.0
Terreno_pct,__GERAL__,411853,0,0.04650601063971853,0.02,0.05971506302597459,0.0,0.07,0.0,0.175,1.2840289288321551,0.0
Unnamed: 0,__GERAL__,411853,0,205926.0,205926.0,118891.86454575715,102963.0,308889.0,0.0,411852.0,0.5773523719479675,3.6910697049452667e-37
UsoTotal,__GERAL__,411853,0,62.07016338353733,42.0,53.008348902234815,24.0,83.0,0.0,171.5,0.8540069175376789,0.0
ValorConstrucaoM2,__GERAL__,411853,0,769.2117961050012,480.0,721.0827296167491,205.45,1332.0,0.0,3021.825,0.9374306702887819,0.0
ValorTerrenoM2,__GERAL__,411853,0,484.1274056121012,234.0,555.612612304882,57.07,742.0,1.63,1769.395,1.1476578393706078,0.0
concentracaoStartups,__GERAL__,411853,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
cont_aceleradora,__GERAL__,411853,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
cr_1_pct,__GERAL__,411544,309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
cr_2_pct,__GERAL__,411544,309,0.03878243881577669,0.0,0.05489937121542233,0.0,0.06,0.0,0.15,1.415572947235316,0.0
cr_3_pct,__GERAL__,411544,309,0.14801944628034913,0.09,0.17106918743212174,0.0,0.25,0.0,0.625,1.1557210334925612,0.0
cr_4_pct,__GERAL__,411544,309,0.7505461627432303,0.82,0.24635995595513416,0.62,0.95,0.125,1.0,0.3282409106652331,0.0
cr_5_pct,__GERAL__,411544,309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
densidade_hec,__GERAL__,410485,1368,131.8536311605621,122.0,83.1861112550167,70.0767645895322,179.0,0.0,342.38485311570173,0.6308973861608597,8.122817349257705e-37
18a29anos,0,357524,0,208.70534425660935,71.0,267.6962590530259,25.0,277.0,0.0,814.5,1.2826516733749065,0.0
1Baldeacao,0,357524,0,8734.673603327346,7400.28715,5178.327945105891,5083.435187,11229.82416,0.0,20814.3720975,0.5928473323986923,2.802596928649634e-45
2a5SalariosMinimos,0,357524,0,153.23616736219108,61.25,195.3677678668137,21.0,187.0,0.0,606.5,1.274945538183814,0.0
30a39anos,0,357524,0,287.69532115326524,102.0,367.85036669916724,34.0,408.0,0.0,1158.0,1.2786108763416442,0.0
40a49anos,0,357524,0,174.61530274890637,59.0,221.98414593401012,23.0,237.0,0.0,690.0,1.271275440579336,0.0
50a64anos,0,357524,0,86.46358426287466,27.5,112.03502983205463,10.0,120.0,0.0,336.0,1.2957481555637953,0.0
5a10SalariosMinimos,0,357524,0,190.06324610375808,54.0,254.09876423916347,20.0,257.0,0.0,776.0,1.336916891866866,0.0
AreaConstruida,0,357524,0,428.36111002338305,120.0,613.1720190425763,89.0,259.0,0.0,1659.5,1.431437179274059,0.0
AreaOcupada,0,357524,0,11121.51541442463,5134.0,12183.46701446091,2543.0,15644.25,0.0,35791.5,1.0954862319085514,0.0
AreadaQuadra,0,357524,0,30938.086758436886,13071.0,34290.06767678136,6378.0,44916.0,47.0,98322.0,1.108344803106817,0.0
Ate2SalariosMinimos,0,357524,0,53.38002623600094,15.0,76.00282089532284,3.0,61.0,0.0,230.5,1.4238063608156206,0.0
Brasileira,0,357524,0,789.7787365323727,269.0,1015.9974458709346,93.0,1053.0,3.0,3197.0,1.286433020888616,0.0
CA,0,357524,0,0.03992622507764029,0.011168958568872251,0.05867912063308073,0.0022614201718679,0.0348201792378721,0.0,0.1574117119994697,1.4696886700151008,0.0
Caminhada,0,357524,0,32818.7653109055,27768.47725,21329.529629152556,16968.113494,44454.403549,0.0,83910.9456,0.6499187104417017,3.923635700109488e-44
ComercioServicos,0,357524,0,2.588307358387129,1.0,3.2763770129013188,0.0,4.0,0.0,10.0,1.2658376920672016,0.0
ComercioServicos_pct,0,357524,0,0.05380805204685561,0.02,0.07202685941127744,0.0,0.08,0.0,0.225,1.338588866747249,0.0
ConcentracaoAreaVerde,0,357524,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ConcentracaoBOs,0,357524,0,6400.845295700428,1620.0,8700.998703707299,368.0,9118.5,1.0,23398.5,1.3593515077691267,0.0
ConcentracaoIES,0,357524,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ConcentracaoPatrimonioHistorico,0,357524,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DeslocamentoBicicleta,0,357524,0,456.77070065848585,171.69282,593.929507405098,0.0,742.163808,0.0,1789.6647999999998,1.3002793448635879,0.0
DeslocamentoCaminhada,0,357524,0,30482.99119150033,24593.91052,21900.379484307796,13783.49099,42789.96183,0.0,82555.36897747201,0.7184458817287704,0.0
DeslocamentoTansporteColetivo,0,357524,0,32097.29518882753,28800.29799,17186.440432419717,20205.59034,41797.47237,0.0,72290.23048000001,0.5354482466922009,2.6454132799063194e-40
DeslocamentoVeiculoIndividual,0,357524,0,24039.541294674782,21802.34495,12812.913200203839,14009.6012,31945.04344,77.559743,58918.3919795,0.5329932482131905,1.1073958049449927e-34
DestinoMotivoEducacao,0,357524,0,16174.64017285705,14044.714819093404,10499.334425340869,8003.11163,22549.42349,0.0,43042.32096900001,0.6491232146826974,3.7414668997472616e-43
DestinoMotivoOutros,0,357524,0,11057.712359871197,10096.295341430658,6666.412376859387,6105.5591765,14625.45521,0.0,27674.6596675,0.6028744608199448,2.4111217818650673e-39
DestinoMotivoResidencia,0,357524,0,46156.98908366709,41007.84389,29728.72779434462,23021.619214365004,61796.959349,0.0,114528.69217,0.644078575845934,7.524972753424268e-43
DestinoMotivoTrabalhoComercioServico,0,357524,0,14035.566923794722,12522.320027,7881.420038302268,8174.23593,18931.817547036502,0.0,35995.05335999999,0.5615320051618842,7.785193878249386e-41
DestinoMotivotrabalhoindustria,0,357524,0,2030.6181636328895,1566.7488939999998,1762.1730802236889,633.6995,2989.519487,0.0,6447.925698519884,0.8678012990246589,0.0
DistanciaAceleradoraIncubadora,0,357523,1,1755.4660587447797,1466.32350005699,1226.4758599972167,795.298559483071,2409.98155555839,2.3466050689061,4655.682033521343,0.6986611070533544,1.401298464324817e-45
DistanciaAreasVerdes,0,357524,0,1510.920251723234,1350.29744536923,906.5724303532138,830.008713542198,2012.6074944802774,0.0058957256363482,3744.9434921984935,0.6000134218329857,1.4681824400270406e-40
DistanciaPatrimonioHistorico,0,357524,0,1878.5519962352616,1579.01705968173,1381.4803131764224,739.886718866838,2824.28981265813,0.0,5666.136636315466,0.7353963669597633,1.9744295362336673e-42
DistanciaStartup,0,357523,1,5933.241183343221,4667.32745256778,4443.49983775751,2299.66566703727,8579.88042749366,0.0,17338.44522413764,0.7489160983767255,0.0
DistanciaTransportePublico,0,356806,718,2375.459985023606,2020.16087592,1625.9650575207777,1100.98169179793,3271.63356818457,2.59139542222529,6321.666480570331,0.6844842968401422,1.961817850054744e-44
EmpresaGrandePorte,0,357524,0,397.0932804511026,96.0,570.257019549752,12.0,596.5,0.0,1734.0,1.4360782406137254,0.0
EmpresaMedioPorte,0,357524,0,299.6854015394771,129.0,354.96957040916186,55.0,414.0,0.0,1110.5,1.184474013701339,0.0
EmpresaPequenoPorte,0,357524,0,62.2710615231425,33.0,69.50712024990398,12.0,88.0,0.0,218.0,1.1162025915371985,0.0
EnsinoMedioCompleto,0,357524,0,88.05489841241427,39.0,108.55983423500464,8.0,124.0,0.0,332.5,1.2328653623169648,0.0
EnsinoSuperiorCompleto,0,357524,0,563.6897082433627,147.0,784.3269326089913,26.0,832.0,0.0,2342.75,1.391416094952673,0.0
