cluster,var_x,var_y,rho,p
0,40a49anos,DestinoMotivotrabalhoindustria,0.04203660315953929,1.558933156078996e-139
0,40a49anos,DistanciaAceleradoraIncubadora,-0.048626413517908106,4.478261389831117e-186
0,40a49anos,DistanciaAreasVerdes,0.07757974052492397,0.0
0,40a49anos,DistanciaPatrimonioHistorico,-0.17064834350464247,0.0
0,40a49anos,DistanciaStartup,-0.23500694744755984,0.0
0,40a49anos,DistanciaTransportePublico,-0.13288823399437463,0.0
0,40a49anos,EmpresaGrandePorte,0.9338096071291075,0.0
0,40a49anos,EmpresaMedioPorte,0.9272136260042273,0.0
0,40a49anos,EmpresaPequenoPorte,0.8245625210743328,0.0
0,40a49anos,EnsinoMedioCompleto,0.7244564800049974,0.0
0,40a49anos,EnsinoSuperiorCompleto,0.7936591904205301,0.0
0,40a49anos,Estrangeira,0.891447948024915,0.0
0,40a49anos,Feminino,0.9717314300702529,0.0
0,40a49anos,FracaoIdeal,,
0,40a49anos,Maisde10SalariosMinimos,0.8994767771440544,0.0
0,40a49anos,Maisde2Baldeacoes,0.058332413069065246,5.5275780961432525e-267
0,40a49anos,Maisde65anos,0.8590322379396789,0.0
0,40a49anos,Masculino,0.9735483218052818,0.0
0,40a49anos,MestradoDoutoradoCompleto,0.4428182326806047,0.0
0,40a49anos,NaoMapeado,0.06541245380515068,0.0
0,40a49anos,Numero_Viagens,-0.03153194609248207,2.496628053612463e-79
0,40a49anos,NumerodePavimentos,0.1431391882864032,0.0
0,40a49anos,OrigemMotivoEducacao,-0.15906602767055927,0.0
0,40a49anos,OrigemMotivoOutros,0.014437061352593147,5.9859360393726525e-18
0,40a49anos,OrigemMotivoResidencia,0.025894487804956248,4.3322732155780994e-54
0,40a49anos,OrigemMotivoTrabalhoComercioServico,-0.08370222680861915,0.0
0,40a49anos,OrigemMotivotrabalhoindustria,-0.14006969525958254,0.0
0,40a49anos,OutrosUsos,-0.10350172592569985,0.0
0,40a49anos,OutrosUsos_pct,-0.11330276902000948,0.0
0,40a49anos,ResidencialAltoPadraoHor,,
0,40a49anos,ResidencialAltoPadraoHor_pct,,
0,40a49anos,ResidencialAltoPadraoVert,,
0,40a49anos,ResidencialAltoPadraoVert_pct,,
0,40a49anos,ResidencialMedioPadraoHor,0.01682315584948303,8.316838991358781e-24
0,40a49anos,ResidencialMedioPadraoHor_pct,0.03816801050527514,2.301361700234502e-115
0,40a49anos,ResidencialMedioPadraoVert,,
0,40a49anos,ResidencialMedioPadraoVert_pct,,
0,40a49anos,ResidencialPopularHor,-0.13052766068918237,0.0
0,40a49anos,ResidencialPopularHor_pct,-0.12336141352041051,0.0
0,40a49anos,ResidencialPopularVert,,
0,40a49anos,ResidencialPopularVert_pct,,
0,40a49anos,SemBaldeacao,-0.01551453417764365,1.740241707172813e-20
0,40a49anos,TO,0.17263619996839985,0.0
0,40a49anos,TempoMediodeViagem,-0.06974320673467464,0.0
0,40a49anos,Terreno,-0.1607249876052252,0.0
0,40a49anos,Terreno_pct,-0.16308758029553483,0.0
0,40a49anos,Unnamed: 0,-0.28362711988818473,0.0
0,40a49anos,UsoTotal,-0.014323446339121798,1.0819583504761005e-17
0,40a49anos,ValorConstrucaoM2,0.27706461685193046,0.0
0,40a49anos,ValorTerrenoM2,0.3185646450113752,0.0
0,40a49anos,concentracaoStartups,,
0,40a49anos,cont_aceleradora,,
